was;56.2338;sdg;41.579;1
tex;53.0121;tor;47.4488;-1
cle;50.9969;kan;46.319;-1
hou;49.2037;bal;45.8123;1
ana;48.491;fla;39.6109;1
ari;48.4143;mil;43.0859;-1
atl;48.2893;sfo;46.4408;-1
nym;48.2444;pit;46.7404;-1
tam;47.5084;min;44.5449;-1
los;47.355;chc;47.0464;1
nyy;45.3717;oak;44.3816;1
phi;45.0856;cin;42.642;1
