sdg;131d;Rea, Colin;5.020000;4.370000;4.660000;6.780000;71.679993;1.410000;-999.000000;-999.000000;
nyy;121w;Tanaka, Masahiro;2.910000;3.380000;3.590000;6.600000;92.679993;1.000000;-999.000000;-999.000000;
sfo;1325;Peavy, Jake;5.470000;3.950000;4.650000;7.340000;72.339996;1.440000;-999.000000;-999.000000;
chw;127s;Rodon, Carlos;4.160000;4.230000;4.010000;8.800000;75.679993;1.490000;-999.000000;-999.000000;
col;130x;Anderson, Tyler;2.250000;1.730000;2.700000;7.500000;12.000000;0.920000;-999.000000;-999.000000;
was;1310;Scherzer, Max;3.290000;3.730000;3.240000;11.370000;101.339996;0.980000;-999.000000;-999.000000;
mil;132c;Davies, Zach;3.620000;4.210000;4.010000;7.230000;69.679993;1.150000;-999.000000;-999.000000;
chc;125a;Hendricks, Kyle;2.940000;3.160000;3.410000;8.250000;79.679993;1.020000;-999.000000;-999.000000;
stl;115z;Martinez, Carlos;3.170000;3.660000;3.920000;7.210000;82.339996;1.090000;-999.000000;-999.000000;
cle;117u;Salazar, Danny;2.230000;3.180000;3.660000;10.710000;80.679993;1.120000;-999.000000;-999.000000;
ari;127c;Bradley, Archie;4.830000;4.680000;3.970000;9.660000;41.000000;1.320000;-999.000000;-999.000000;
sea;1842;LeBlanc, Wade;-99.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;
hou;112n;Keuchel, Dallas;5.320000;3.800000;3.350000;8.270000;94.679993;1.380000;-999.000000;-999.000000;
tor;125f;Sanchez, Aaron;3.250000;3.390000;3.220000;8.770000;91.339996;1.240000;-999.000000;-999.000000;
mia;114j;Koehler, Tom;3.920000;3.950000;4.890000;7.500000;78.000000;1.490000;-999.000000;-999.000000;
tam;109t;Moore, Matt;4.900000;4.670000;4.250000;8.490000;82.679993;1.380000;-999.000000;-999.000000;
phi;137n;Eflin, Zach;10.800000;8.070000;6.580000;5.400000;8.340001;2.040000;-999.000000;-999.000000;
cin;137o;Reed, Cody;5.140000;5.580000;3.290000;11.570000;7.000000;1.290000;-999.000000;-999.000000;
bal;1026;Gallardo, Yovani;6.260000;4.490000;5.750000;5.480000;23.000000;1.700000;-999.000000;-999.000000;
laa;1071;Weaver, Jered;5.100000;5.650000;5.580000;5.000000;84.679993;1.420000;-999.000000;-999.000000;
tex;123i;Martinez, Nick;5.140000;5.290000;6.960000;3.860000;7.000000;2.000000;-999.000000;-999.000000;
min;109c;Milone, Tommy;5.790000;5.200000;3.920000;7.330000;23.340002;1.410000;-999.000000;-999.000000;
oak;108q;Surkamp, Eric;7.200000;6.660000;6.540000;5.140000;35.000000;1.970000;-999.000000;-999.000000;
pit;134v;Taillon, Jameson;3.500000;5.420000;3.740000;6.500000;18.000000;1.110000;-999.000000;-999.000000;
lad;115f;Tepesch, Nick;-99.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;
det;1931;Zimmermann, Jordan;3.240000;3.660000;4.520000;5.650000;86.000000;1.150000;-999.000000;-999.000000;
nym;121p;Matz, Steven;2.740000;2.730000;3.080000;9.080000;72.339996;1.130000;-999.000000;-999.000000;
atl;136l;Blair, Aaron;7.190000;5.820000;6.020000;5.240000;46.339996;1.710000;-999.000000;-999.000000;
bos;1916;Price, David;4.240000;3.530000;3.290000;9.840000;99.679993;1.120000;-999.000000;-999.000000;
kan;1675;Volquez, Edinson;4.120000;4.010000;4.240000;7.170000;91.679993;1.350000;-999.000000;-999.000000;
