20160428;det;oak;2.56;0.65;0.11;1.84;0.41;18;24.34;1;
20160428;mia;lad;4.01;-0.0699999;-0.48;4.54;0.41;22.68;25.34;-1;
20160428;chc;mil;-7.6;-2.43;-2.24;1.73;-1.14;31;17;1;
20160428;phi;was;1.87;-0.27;-0.93;1.38;-0.38;26;24;-1;
20160428;atl;bos;-3.15;-4.28;-2.57;2.89;-0.44;17;21.34;-1;
20160429;pit;cin;1;0.11;-0.4;0.95;0.35;20;18;1;
20160429;mia;mil;-4.6;-1.08;-1.53;4.38;-1.02;19.34;8.34;-1;
20160429;was;stl;-3.47;-1.95;-1.42;2.77;-0.64;29;22.34;-1;
20160429;tor;tam;0.82;1.14;0.13;-1.85;0.42;24.34;28.68;-1;
20160429;chc;atl;-3.08;-0.46;-3.16;5.88;-0.66;27.34;5.34;1;
20160429;sea;kan;-4.2;-0.29;-0.96;0.84;-0.71;25;15;1;
20160429;col;ari;-0.33;0.9;-0.59;-3.11;-0.3;23.34;21.34;-1;
20160429;nym;sfo;-1.46;-0.87;-1.84;4.8;-0.29;15;21;1;
20160429;sdg;lad;-4.2;1.87;-0.38;0.26;-0.16;5;21;-1;
20160429;bal;chw;2.18;1.27;1.45;-2.77;-0.0699999;17.34;20;1;
20160429;tex;laa;0.68;2.01;1.26;-1.61;0.56;24;26.68;1;
20160429;bos;nyy;5.18;5.06;4.06;2.41;1.73;3.34;24.68;1;
20160430;det;min;-1.9;-4.68;-1.29;3.29;-0.63;26;4;-1;
20160430;bos;nyy;-3.44;-1.49;-0.36;-0.53;-0.65;25.68;22;1;
20160430;sea;kan;4.69;0.83;-1.08;-0.79;0.39;23;23;1;
20160430;pit;cin;-11.75;-2.15;-0.95;-1.87;-1.31;21.34;9.34;1;
20160430;nym;sfo;-4.89;-2.4;-1.74;0.0799999;-0.56;11.68;21;1;
20160430;was;stl;-2.7;0.88;1.42;-5.04;-0.32;16.68;25;-1;
20160430;mia;mil;-0.18;-0.39;-0.77;0.45;-0.49;25;20;-1;
20160430;tex;laa;-3.74;-2.85;-0.17;-0.71;-0.51;23;18.34;1;
20160430;col;ari;-3.71;-1.6;-0.58;-1.31;-0.74;11;30.68;-1;
20160430;sdg;lad;1.84;0.77;0.12;1.57;0.39;21.34;22.34;-1;
20160430;tam;tor;3.05;0.33;-2.22;8.83;0.56;26.34;26;1;
20160430;phi;cle;-0.69;-0.49;-0.79;-0.76;-0.44;24.34;11.34;1;
20160430;chw;bal;-1.06;1.45;1.38;-7.79;-0.18;24.34;5;-1;
20160501;lad;sdg;-0.43;-0.79;-0.98;-2.95;-0.51;37;22;1;
