min;1396;Santana, Ervin;4.500000;4.350000;4.610000;6.430000;84.000000;1.400000;-999.000000;-999.000000;
sfo;1073;Cueto, Johnny;2.570000;2.750000;3.360000;7.870000;122.339996;1.020000;-999.000000;-999.000000;
nym;121n;deGrom, Jacob;2.620000;3.020000;3.300000;8.790000;86.000000;1.100000;-999.000000;-999.000000;
tor;123u;Stroman, Marcus;5.080000;3.900000;3.800000;6.420000;108.000000;1.390000;-999.000000;-999.000000;
kan;1193;Kennedy, Ian;4.040000;5.190000;4.600000;8.940000;93.679993;1.220000;-999.000000;-999.000000;
laa;1071;Weaver, Jered;5.510000;5.670000;5.650000;5.130000;94.679993;1.480000;-999.000000;-999.000000;
chw;100g;Gonzalez, Miguel;4.880000;4.460000;4.860000;6.890000;62.680004;1.450000;-999.000000;-999.000000;
was;118k;Roark, Tanner;2.930000;3.350000;3.650000;7.800000;107.339996;1.230000;-999.000000;-999.000000;
cin;123x;DeSclafani, Anthony;1.780000;3.670000;4.630000;6.820000;30.340002;1.290000;-999.000000;-999.000000;
bos;115l;Wright, Steven;2.420000;3.590000;4.410000;7.250000;108.000000;1.190000;-999.000000;-999.000000;
det;133d;Fulmer, Michael;2.170000;3.500000;3.790000;8.920000;70.679993;1.090000;-999.000000;-999.000000;
oak;117v;Gray, Sonny;5.420000;4.540000;4.170000;7.120000;84.679993;1.450000;-999.000000;-999.000000;
chc;112u;Warren, Adam;4.560000;5.410000;5.330000;6.310000;25.680002;1.400000;-999.000000;-999.000000;
col;1659;de la Rosa, Jorge;5.980000;5.540000;4.490000;8.570000;55.680004;1.600000;-999.000000;-999.000000;
phi;1261;Hellickson, Jeremy;4.060000;4.300000;3.780000;8.130000;99.679993;1.210000;-999.000000;-999.000000;
bal;116k;Gausman, Kevin;3.970000;4.290000;3.790000;8.380000;81.679993;1.270000;-999.000000;-999.000000;
stl;1680;Garcia, Jaime;3.840000;3.670000;3.710000;7.590000;96.000000;1.340000;-999.000000;-999.000000;
lad;1940;Norris, Bud;3.890000;3.640000;4.000000;8.020000;76.339996;1.300000;-999.000000;-999.000000;
nyy;103g;Pineda, Michael;5.240000;3.820000;3.240000;10.880000;89.339996;1.380000;-999.000000;-999.000000;
sdg;131d;Rea, Colin;4.790000;4.300000;4.590000;7.190000;82.679993;1.380000;-999.000000;-999.000000;
atl;132h;Jenkins, Tyrell;5.790000;6.580000;5.400000;5.790000;9.340001;1.930000;-999.000000;-999.000000;
ari;110c;Miller, Shelby;6.850000;5.760000;5.200000;6.300000;64.339996;1.760000;-999.000000;-999.000000;
cle;103m;Tomlin, Josh;3.210000;4.770000;4.190000;6.040000;95.339996;1.090000;-999.000000;-999.000000;
hou;109s;Fiers, Michael;4.120000;4.530000;4.240000;6.020000;89.679993;1.330000;-999.000000;-999.000000;
pit;109k;Locke, Jeff;5.130000;4.910000;4.970000;4.660000;94.679993;1.360000;-999.000000;-999.000000;
mia;129r;Nicolino, Justin;5.340000;4.350000;5.010000;4.150000;60.680004;1.550000;-999.000000;-999.000000;
sea;1842;LeBlanc, Wade;1.500000;3.400000;4.120000;6.000000;12.000000;0.670000;-999.000000;-999.000000;
tam;111d;Smyly, Drew;5.330000;4.280000;3.890000;10.090000;96.339996;1.260000;-999.000000;-999.000000;
mil;1654;Garza, Matt;3.740000;2.960000;4.730000;5.820000;21.680002;1.660000;-999.000000;-999.000000;
tex;101g;Perez, Martin;3.390000;4.750000;4.880000;4.430000;103.679993;1.370000;-999.000000;-999.000000;
