mia;100y;Cashner, Andrew;5.000000;4.760000;4.680000;7.250000;111.679993;1.480000;-999.000000;-999.000000;
bos;1916;Price, David;3.920000;3.420000;3.470000;9.110000;190.679993;1.220000;-999.000000;-999.000000;
nym;128l;Syndergaard, Noah;2.560000;2.310000;2.680000;10.440000;162.000000;1.110000;-999.000000;-999.000000;
ari;123v;Ray, Robbie;4.460000;3.510000;3.350000;11.030000;149.340027;1.450000;-999.000000;-999.000000;
kan;106n;Duffy, Danny;3.130000;3.480000;3.790000;9.460000;149.340027;1.080000;-999.000000;-999.000000;
sea;137w;Miranda, Ariel;5.760000;5.440000;5.110000;6.980000;29.680002;1.450000;-999.000000;-999.000000;
atl;125g;Foltynewicz, Mike;4.310000;4.550000;4.230000;7.620000;108.679993;1.250000;-999.000000;-999.000000;
cle;1942;Carrasco, Carlos;3.060000;3.630000;3.220000;9.510000;135.340027;1.090000;-999.000000;-999.000000;
oak;133s;Cotton, Jharel;-99.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;
cin;123x;DeSclafani, Anthony;2.930000;3.710000;3.910000;7.730000;101.339996;1.140000;-999.000000;-999.000000;
tor;123u;Stroman, Marcus;4.580000;3.720000;3.330000;7.440000;173.000000;1.290000;-999.000000;-999.000000;
nyy;121u;Mitchell, Bryan;-99.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;-999.000000;
mil;1654;Garza, Matt;4.570000;4.440000;4.620000;6.250000;80.679993;1.520000;-999.000000;-999.000000;
chc;110q;Montgomery, Mike;2.800000;3.740000;3.710000;8.280000;83.679993;1.220000;-999.000000;-999.000000;
chw;111t;Quintana, Jose;3.050000;3.390000;3.940000;8.020000;177.340027;1.110000;-999.000000;-999.000000;
lad;137v;Stewart, Brock;7.940000;6.440000;4.670000;9.530000;17.000000;1.820000;-999.000000;-999.000000;
pit;134v;Taillon, Jameson;3.250000;3.600000;3.260000;7.270000;83.000000;1.070000;-999.000000;-999.000000;
laa;129w;Meyer, Alex;12.270000;7.240000;5.960000;12.270000;3.680000;3.270000;-999.000000;-999.000000;
min;117k;Gibson, Kyle;5.310000;4.790000;4.490000;6.310000;117.000000;1.570000;-999.000000;-999.000000;
col;1659;de la Rosa, Jorge;4.880000;4.980000;4.800000;6.900000;120.000000;1.570000;-999.000000;-999.000000;
bal;110u;Bundy, Dylan;3.470000;4.390000;4.620000;8.440000;90.679993;1.320000;-999.000000;-999.000000;
was;100m;Strasburg, Stephen;3.590000;2.970000;3.240000;11.080000;145.340027;1.110000;-999.000000;-999.000000;
det;1058;Sanchez, Anibal;5.700000;4.970000;4.730000;7.730000;137.340027;1.460000;-999.000000;-999.000000;
stl;101u;Leake, Mike;4.560000;3.880000;3.720000;6.390000;152.000000;1.270000;-999.000000;-999.000000;
phi;1261;Hellickson, Jeremy;3.880000;4.190000;3.970000;7.710000;160.000000;1.180000;-999.000000;-999.000000;
sfo;136s;Suarez, Albert;4.290000;4.220000;4.440000;6.650000;65.000000;1.280000;-999.000000;-999.000000;
sdg;117x;Cosart, Jarred;5.140000;4.390000;4.610000;5.880000;49.000000;1.670000;-999.000000;-999.000000;
tex;112p;Griffin, A.J.;4.410000;5.330000;4.980000;7.760000;102.000000;1.280000;-999.000000;-999.000000;
tam;111d;Smyly, Drew;4.940000;4.460000;4.390000;8.880000;155.000000;1.250000;-999.000000;-999.000000;
hou;1117;Fister, Doug;3.910000;4.540000;4.850000;5.700000;161.000000;1.330000;-999.000000;-999.000000;
